Comuna,Region,EspeciesPT,GrupoPT,GRUPO ESPECIE AGRUPADO,toponimio,TipoPorcion,superficieTotal,Tipo Titulares,Macrozona,Tipo Toponimio
MAULLIN,REGIÓN DE LOS LAGOS,"CAROLA, CHASCA, CHASCON O HUIRO NEGRO, CHICOREA DE MAR, COCHAYUYO, HUIRO CANUTILLO O FLOTADOR, LUCHE, LUGA CUCHARA O CORTA, LUGA NEGRA O CRESPA, LUGA-ROJA, PELILLO",MACROALGAS,ALGAS,"(1): RÍO MAULLIN RIBERA NORTE, PARCELA L2",(1): AGUA Y FONDO,0.3,Persona natural,Sur,Río
MAULLIN,REGIÓN DE LOS LAGOS,"CAROLA, CHASCA, CHASCON O HUIRO NEGRO, CHICOREA DE MAR, COCHAYUYO, HUIRO CANUTILLO O FLOTADOR, LUCHE, LUGA CUCHARA O CORTA, LUGA NEGRA O CRESPA, LUGA-ROJA, PELILLO",MACROALGAS,ALGAS,"(1): RÍO MAULLIN RIBERA NORTE, PARCELA L1",(1): AGUA Y FONDO,0.3,Persona natural,Sur,Río
MAULLIN,REGIÓN DE LOS LAGOS,"CAROLA, CHASCA, CHASCON O HUIRO NEGRO, CHICOREA DE MAR, COCHAYUYO, HUIRO CANUTILLO O FLOTADOR, LUCHE, LUGA CUCHARA O CORTA, LUGA NEGRA O CRESPA, LUGA-ROJA, PELILLO",MACROALGAS,ALGAS,"(1): RÍO MAULLIN RIBERA NORTE, PARCELA C21",(1): AGUA Y FONDO,0.3,Persona natural,Sur,Río
ANCUD,REGIÓN DE LOS LAGOS,"CAROLA, CHASCA, CHASCON O HUIRO NEGRO, CHICOREA DE MAR, CHOLGA, CHORITO, CHORO, COCHAYUYO, HUIRO CANUTILLO O FLOTADOR, LUCHE, LUGA CUCHARA O CORTA, LUGA NEGRA O CRESPA, LUGA-ROJA, PELILLO","MACROALGAS, MITILIDOS",ALGAS,(1): RÍO PUDETO,(1): AGUA Y FONDO,21.84,Cooperativa,Sur,Río
CARAHUE,REGIÓN DE LA ARAUCANÍA,"CHOLGA, CHORITO, CHORO",MITILIDOS,MOLUSCOS,"(1): RÍO IMPERIAL, AL NOROESTE DE SECTOR SAN PABLO",(1): AGUA Y FONDO,3.99,Persona natural,Centro Sur,Río
CARAHUE,REGIÓN DE LA ARAUCANÍA,"CHOLGA, CHORITO, CHORO",MITILIDOS,MOLUSCOS,"(1): RÍO IMPERIAL, AL SUROESTE DE NEHUENTUÉ",(1): AGUA Y FONDO,1.0,Persona natural,Centro Sur,Río
CALBUCO,REGIÓN DE LOS LAGOS,"CHOLGA, CHORITO, CHORO",MITILIDOS,MOLUSCOS,(1): NORTE DE ISLA TAUTIL,(1): AGUA Y FONDO,3.68,Persona natural,Sur,Isla
CARAHUE,REGIÓN DE LA ARAUCANÍA,"CHOLGA, CHORITO, CHORO",MITILIDOS,MOLUSCOS,"(1): RÍO IMPERIAL, AL SUROESTE DE NEHUENTUÉ",(1): AGUA Y FONDO,0.97,Persona natural,Centro Sur,Río
CARAHUE,REGIÓN DE LA ARAUCANÍA,"CHOLGA, CHORITO, CHORO",MITILIDOS,MOLUSCOS,"(1): RÍO IMPERIAL, AL NOROESTE DE SECTOR SAN PABLO",(1): AGUA Y FONDO,0.62,Persona natural,Centro Sur,Río
CARAHUE,REGIÓN DE LA ARAUCANÍA,"CHOLGA, CHORITO, CHORO",MITILIDOS,MOLUSCOS,"(1): RÍO IMPERIAL, AL NOROESTE DE SECTOR SAN PABLO",(1): AGUA Y FONDO,1.99,Persona natural,Centro Sur,Río
CARAHUE,REGIÓN DE LA ARAUCANÍA,"CHOLGA, CHORITO, CHORO",MITILIDOS,MOLUSCOS,"(1): RÍO IMPERIAL, AL OESTE DE SECTOR SAN PABLO",(1): AGUA Y FONDO,2.0,Persona natural,Centro Sur,Río
CASTRO,REGIÓN DE LOS LAGOS,"CAROLA, CHASCA, CHASCON O HUIRO NEGRO, CHICOREA DE MAR, COCHAYUYO, HUIRO CANUTILLO O FLOTADOR, LUCHE, LUGA CUCHARA O CORTA, LUGA NEGRA O CRESPA, LUGA-ROJA, PELILLO",MACROALGAS,ALGAS,"(1): ESTERO CASTRO, AL NORESTE DE PUNTA DEQUIO",(1): AGUA Y FONDO,5.97,Persona natural,Sur,Estero
MAULLIN,REGIÓN DE LOS LAGOS,"CAROLA, CHASCA, CHASCON O HUIRO NEGRO, CHICOREA DE MAR, COCHAYUYO, HUIRO CANUTILLO O FLOTADOR, LUCHE, LUGA CUCHARA O CORTA, LUGA NEGRA O CRESPA, LUGA-ROJA, PELILLO",MACROALGAS,ALGAS,"(1): RÍO MAULLIN RIBERA NORTE, PARCELA H7",(1): AGUA Y FONDO,0.3,Persona natural,Sur,Río
CARAHUE,REGIÓN DE LA ARAUCANÍA,"CHOLGA, CHORITO, CHORO",MITILIDOS,MOLUSCOS,"(1): RÍO IMPERIAL, AL NOROESTE DE SECTOR SAN PABLO",(1): AGUA Y FONDO,1.0,Persona natural,Centro Sur,Río
CARAHUE,REGIÓN DE LA ARAUCANÍA,"CHOLGA, CHORITO, CHORO",MITILIDOS,MOLUSCOS,"(1): RÍO IMPERIAL, AL SUR DE NEHUENTUÉ",(1): AGUA Y FONDO,1.0,Persona natural,Centro Sur,Río
CARAHUE,REGIÓN DE LA ARAUCANÍA,"CHOLGA, CHORITO, CHORO",MITILIDOS,MOLUSCOS,"(1): RÍO IMPERIAL, AL NOROESTE DE SECTOR SAN PABLO",(1): AGUA Y FONDO,1.0,Persona natural,Centro Sur,Río
CARAHUE,REGIÓN DE LA ARAUCANÍA,"CHOLGA, CHORITO, CHORO",MITILIDOS,MOLUSCOS,"(1): RÍO IMPERIAL, AL SUR DE NEHUENTUÉ",(1): AGUA Y FONDO,1.0,Persona natural,Centro Sur,Río
SAAVEDRA,REGIÓN DE LA ARAUCANÍA,"CHOLGA, CHORITO, CHORO",MITILIDOS,MOLUSCOS,"(1): RÍO IMPERIAL, AL NOROESTE DE SECTOR SAN PABLO",(1): AGUA Y FONDO,1.0,Persona natural,Centro Sur,Río
CARAHUE,REGIÓN DE LA ARAUCANÍA,"CHOLGA, CHORITO, CHORO",MITILIDOS,MOLUSCOS,"(1): RÍO IMPERIAL, AL NOROESTE DE SECTOR SAN PABLO",(1): AGUA Y FONDO,2.0,Persona natural,Centro Sur,Río
CARAHUE,REGIÓN DE LA ARAUCANÍA,"CHOLGA, CHORITO, CHORO",MITILIDOS,MOLUSCOS,"(1): RÍO IMPERIAL, AL NOROESTE DE SECTOR SAN PABLO",(1): AGUA Y FONDO,1.34,Persona natural,Centro Sur,Río
CARAHUE,REGIÓN DE LA ARAUCANÍA,"CHOLGA, CHORITO, CHORO",MITILIDOS,MOLUSCOS,"(1): RÍO IMPERIAL, AL NOROESTE DE SECTOR SAN PABLO",(1): AGUA Y FONDO,1.0,Persona natural,Centro Sur,Río
SAAVEDRA,REGIÓN DE LA ARAUCANÍA,"CHOLGA, CHORITO, CHORO",MITILIDOS,MOLUSCOS,"(1): RÍO IMPERIAL, AL OESTE DE PUERTO SAAVEDRA",(1): AGUA Y FONDO,1.73,Persona natural,Centro Sur,Río
CISNES,REGIÓN DE AYSÉN DEL GENERAL CARLOS IBÁÑEZ DEL CAMPO,"SALMON CEREZA, SALMON DEL ATLANTICO, SALMON KETA, SALMON PLATEADO, SALMON REY, SALMON ROSADO, TRUCHA ARCOIRIS, TRUCHA CAFE, TRUCHA DE ARROYO, TRUCHA DE LA MONTAÑA",SALMONIDOS,PECES,"(1): CANAL PÉREZ NORTE, AL ESTE DE ISLA VALVERDE",(1): AGUA Y FONDO,6.0,Empresa,Austral,Canal
MAULLIN,REGIÓN DE LOS LAGOS,"CAROLA, CHASCA, CHASCON O HUIRO NEGRO, CHICOREA DE MAR, COCHAYUYO, HUIRO CANUTILLO O FLOTADOR, LUCHE, LUGA CUCHARA O CORTA, LUGA NEGRA O CRESPA, LUGA-ROJA, PELILLO",MACROALGAS,ALGAS,"(1): RÍO MAULLÍN RIBERA NORTE, AL ESTE DE MORRO CHANHUÉ",(1): AGUA Y FONDO,5.32,Sindicato,Sur,Río
CARAHUE,REGIÓN DE LA ARAUCANÍA,"CHOLGA, CHORITO, CHORO",MITILIDOS,MOLUSCOS,"(1): RÍO IMPERIAL, AL SUROESTE DE NEHUENTUÉ",(1): AGUA Y FONDO,1.0,Persona natural,Centro Sur,Río
CARAHUE,REGIÓN DE LA ARAUCANÍA,"CHOLGA, CHORITO, CHORO",MITILIDOS,MOLUSCOS,"(1): RÍO IMPERIAL, AL SUROESTE DE NEHUENTUÉ",(1): AGUA Y FONDO,2.0,Persona natural,Centro Sur,Río
CARAHUE,REGIÓN DE LA ARAUCANÍA,"CHOLGA, CHORITO, CHORO",MITILIDOS,MOLUSCOS,"(1): RÍO IMPERIAL, AL NOROESTE DE SECTOR SAN PABLO",(1): AGUA Y FONDO,1.0,Persona natural,Centro Sur,Río
SAAVEDRA,REGIÓN DE LA ARAUCANÍA,"CHOLGA, CHORITO, CHORO",MITILIDOS,MOLUSCOS,"(1): RÍO IMPERIAL, AL NOROESTE DE PUERTO SAAVEDRA",(1): AGUA Y FONDO,0.88,Persona natural,Centro Sur,Río
SAAVEDRA,REGIÓN DE LA ARAUCANÍA,"CHOLGA, CHORITO, CHORO",MITILIDOS,MOLUSCOS,"(1): RÍO IMPERIAL, AL OESTE DE SECTOR SAN PABLO",(1): AGUA Y FONDO,2.0,Persona natural,Centro Sur,Río
CARAHUE,REGIÓN DE LA ARAUCANÍA,"CHOLGA, CHORITO, CHORO",MITILIDOS,MOLUSCOS,"(1): RÍO IMPERIAL, AL NOROESTE DE SECTOR SAN PABLO",(1): AGUA Y FONDO,1.0,Persona natural,Centro Sur,Río
CARAHUE,REGIÓN DE LA ARAUCANÍA,"CHOLGA, CHORITO, CHORO",MITILIDOS,MOLUSCOS,"(1): RÍO IMPERIAL, AL NOROESTE DE SECTOR SAN PABLO",(1): AGUA Y FONDO,1.0,Persona natural,Centro Sur,Río
CARAHUE,REGIÓN DE LA ARAUCANÍA,"CHOLGA, CHORITO, CHORO",MITILIDOS,MOLUSCOS,"(1): RÍO IMPERIAL, AL NOROESTE DE SECTOR SAN PABLO",(1): AGUA Y FONDO,1.0,Persona natural,Centro Sur,Río
CARAHUE,REGIÓN DE LA ARAUCANÍA,"CHOLGA, CHORITO, CHORO",MITILIDOS,MOLUSCOS,"(1): RÍO IMPERIAL, AL NOROESTE DE SECTOR SAN PABLO",(1): AGUA Y FONDO,1.0,Persona natural,Centro Sur,Río
CARAHUE,REGIÓN DE LA ARAUCANÍA,"CHOLGA, CHORITO, CHORO",MITILIDOS,MOLUSCOS,"(1): RÍO IMPERIAL, AL NOROESTE DE SECTOR SAN PABLO",(1): AGUA Y FONDO,1.0,Persona natural,Centro Sur,Río
CARAHUE,REGIÓN DE LA ARAUCANÍA,"CHOLGA, CHORITO, CHORO",MITILIDOS,MOLUSCOS,"(1): RÍO IMPERIAL, AL NOROESTE DE SECTOR SAN PABLO",(1): AGUA Y FONDO,0.71,Persona natural,Centro Sur,Río
NATALES,REGIÓN DE MAGALLANES Y DE LA ANTÁRTICA CHILENA,"CHOLGA, CHORITO, CHORO",MITILIDOS,MOLUSCOS,"(1): ESTERO BORCOSKY, SECTOR 1",(1): AGUA Y FONDO,50.0,Empresa,Austral,Estero
RIO VERDE,REGIÓN DE MAGALLANES Y DE LA ANTÁRTICA CHILENA,"SALMON CEREZA, SALMON DEL ATLANTICO, SALMON KETA, SALMON PLATEADO, SALMON REY, SALMON ROSADO, TRUCHA ARCOIRIS, TRUCHA CAFE, TRUCHA DE ARROYO, TRUCHA DE LA MONTAÑA",SALMONIDOS,PECES,"(1): CANAL BERTRAND, AL NORTE DE ESTERO RIQUELME, ISLA RIESCO",(1): AGUA Y FONDO,8.0,Empresa,Austral,Canal
NATALES,REGIÓN DE MAGALLANES Y DE LA ANTÁRTICA CHILENA,"SALMON CEREZA, SALMON DEL ATLANTICO, SALMON KETA, SALMON PLATEADO, SALMON REY, SALMON ROSADO, TRUCHA ARCOIRIS, TRUCHA CAFE, TRUCHA DE ARROYO, TRUCHA DE LA MONTAÑA",SALMONIDOS,PECES,"(1): SENO TARABA, SECTOR 3",(1): AGUA Y FONDO,9.99,Empresa,Austral,Seno
CALBUCO,REGIÓN DE LOS LAGOS,"CHOLGA, CHORITO, CHORO",MITILIDOS,MOLUSCOS,"(1): CANAL CALBUCO, AL NOROESTE DE PUNTA CHÉCHIL, ISLA PULUQUI",(1): AGUA Y FONDO,1.85,Persona natural,Sur,Canal
CALDERA,REGIÓN DE ATACAMA,"OSTION DEL NORTE, OSTION DEL SUR",PECTINIDOS,MOLUSCOS,"(1): BAHÍA INGLESA, AL NORESTE DE PUNTA ARROYO",(1): TERRENO DE PLAYA,0.1,Persona natural,Norte,Bahía
CISNES,REGIÓN DE AYSÉN DEL GENERAL CARLOS IBÁÑEZ DEL CAMPO,"SALMON CEREZA, SALMON DEL ATLANTICO, SALMON KETA, SALMON PLATEADO, SALMON REY, SALMON ROSADO, TRUCHA ARCOIRIS, TRUCHA CAFE, TRUCHA DE ARROYO, TRUCHA DE LA MONTAÑA",SALMONIDOS,PECES,(1): SUR DE ISLA YALAC,(1): AGUA Y FONDO,17.89,Empresa,Austral,Isla
CISNES,REGIÓN DE AYSÉN DEL GENERAL CARLOS IBÁÑEZ DEL CAMPO,"CAROLA, CHASCA, CHASCON O HUIRO NEGRO, CHICOREA DE MAR, COCHAYUYO, HUIRO, HUIRO CANUTILLO O FLOTADOR, LUCHE, LUGA CUCHARA O CORTA, LUGA NEGRA O CRESPA, LUGA-ROJA, PELILLO, SALMON CEREZA, SALMON DEL ATLANTICO, SALMON KETA, SALMON PLATEADO, SALMON REY, SALMON ROSADO, TRUCHA ARCOIRIS, TRUCHA CAFE, TRUCHA DE ARROYO, TRUCHA DE LA MONTAÑA","MACROALGAS, SALMONIDOS",PECES,"(1): CANAL REFUGIO, AL SURESTE DE PUNTA YAPA, ISLA REFU",(1): AGUA Y FONDO,18.0,Empresa,Austral,Canal
CISNES,REGIÓN DE AYSÉN DEL GENERAL CARLOS IBÁÑEZ DEL CAMPO,"SALMON CEREZA, SALMON DEL ATLANTICO, SALMON KETA, SALMON PLATEADO, SALMON REY, SALMON ROSADO, TRUCHA ARCOIRIS, TRUCHA CAFE, TRUCHA DE ARROYO, TRUCHA DE LA MONTAÑA",SALMONIDOS,PECES,"(1): CANAL PÉREZ NORTE, AL NOROESTE DE ISLA VERDUGO",(1): AGUA Y FONDO,6.0,Empresa,Austral,Canal
COCHAMO,REGIÓN DE LOS LAGOS,"CHOLGA, CHORITO, CHORO",MITILIDOS,MOLUSCOS,"(1): ESTERO RELONCAVÍ, SECTOR DESEMBOCADURA RÍO PUELO",(1): AGUA Y FONDO,12.02,Sindicato,Sur,Estero
NATALES,REGIÓN DE MAGALLANES Y DE LA ANTÁRTICA CHILENA,"SALMON CEREZA, SALMON DEL ATLANTICO, SALMON KETA, SALMON PLATEADO, SALMON REY, SALMON ROSADO, TRUCHA ARCOIRIS, TRUCHA CAFE, TRUCHA DE ARROYO, TRUCHA DE LA MONTAÑA",SALMONIDOS,PECES,"(1): SENO TARABA, AL SUR DE PUNTA GALVARINO",(1): AGUA Y FONDO,9.99,Empresa,Austral,Seno
CISNES,REGIÓN DE AYSÉN DEL GENERAL CARLOS IBÁÑEZ DEL CAMPO,"SALMON CEREZA, SALMON DEL ATLANTICO, SALMON KETA, SALMON PLATEADO, SALMON REY, SALMON ROSADO, TRUCHA ARCOIRIS, TRUCHA CAFE, TRUCHA DE ARROYO, TRUCHA DE LA MONTAÑA",SALMONIDOS,PECES,"(1): CANAL PUYUGUAPI, AL SUR DE PUNTA PALERMO",(1): AGUA Y FONDO,17.99,Empresa,Austral,Canal
PUNTA ARENAS,REGIÓN DE MAGALLANES Y DE LA ANTÁRTICA CHILENA,"CAROLA, CHASCA, CHASCON O HUIRO NEGRO, CHICOREA DE MAR, COCHAYUYO, HUIRO, HUIRO CANUTILLO O FLOTADOR, LUCHE, LUGA CUCHARA O CORTA, LUGA NEGRA O CRESPA, LUGA-ROJA, PELILLO, SALMON CEREZA, SALMON DEL ATLANTICO, SALMON KETA, SALMON PLATEADO, SALMON REY, SALMON ROSADO, TRUCHA ARCOIRIS, TRUCHA CAFE, TRUCHA DE ARROYO, TRUCHA DE LA MONTAÑA","MACROALGAS, SALMONIDOS",PECES,"(1): SURESTE DE ESTERO CORDOVA, ISLA DESOLACION",(1): AGUA Y FONDO,9.0,Empresa,Austral,Estero
CISNES,REGIÓN DE AYSÉN DEL GENERAL CARLOS IBÁÑEZ DEL CAMPO,"SALMON CEREZA, SALMON DEL ATLANTICO, SALMON KETA, SALMON PLATEADO, SALMON REY, SALMON ROSADO, TRUCHA ARCOIRIS, TRUCHA CAFE, TRUCHA DE ARROYO, TRUCHA DE LA MONTAÑA",SALMONIDOS,PECES,"(1): ISLAS LAMPAZO, AL ESTE DE ISLA SIN NOMBRE",(1): AGUA Y FONDO,1.0,Empresa,Austral,Isla
PICHILEMU,REGIÓN DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,"CHOLGA, CHORITO, CHORO, OSTRA CHILENA, OSTRA DEL PACIFICO O JAPONESA","MITILIDOS, OSTREIDOS",MOLUSCOS,"(1): LAGUNA DE CAHUIL, AL ESTE DE SECTOR LA BOCA",(1): AGUA Y FONDO,3.17,Sindicato,Centro Norte,Laguna
COCHAMO,REGIÓN DE LOS LAGOS,"CHOLGA, CHORITO, CHORO",MITILIDOS,MOLUSCOS,"(1): ESTERO RELONCAVÍ, AL SUROESTE DE PUNTA IGLESIA",(1): AGUA Y FONDO,4.48,Persona natural,Sur,Estero
ANCUD,REGIÓN DE LOS LAGOS,"CAROLA, CHASCA, CHASCON O HUIRO NEGRO, CHICOREA DE MAR, COCHAYUYO, HUIRO CANUTILLO O FLOTADOR, LUCHE, LUGA CUCHARA O CORTA, LUGA NEGRA O CRESPA, LUGA-ROJA, PELILLO",MACROALGAS,ALGAS,(1): RÍO PUDETO,(1): AGUA Y FONDO,7.48,Persona natural,Sur,Río
NATALES,REGIÓN DE MAGALLANES Y DE LA ANTÁRTICA CHILENA,"CHOLGA, CHORITO, CHORO",MITILIDOS,MOLUSCOS,"(1): ESTERO WORSLEY, SECTOR 1",(1): AGUA Y FONDO,10.8,Empresa,Austral,Estero
NATALES,REGIÓN DE MAGALLANES Y DE LA ANTÁRTICA CHILENA,"SALMON CEREZA, SALMON DEL ATLANTICO, SALMON KETA, SALMON PLATEADO, SALMON REY, SALMON ROSADO, TRUCHA ARCOIRIS, TRUCHA CAFE, TRUCHA DE ARROYO, TRUCHA DE LA MONTAÑA",SALMONIDOS,PECES,"(1): SENO TARABA, AL SUR DE BAHÍA SIN NOMBRE",(1): AGUA Y FONDO,9.99,Empresa,Austral,Seno
RIO VERDE,REGIÓN DE MAGALLANES Y DE LA ANTÁRTICA CHILENA,"SALMON CEREZA, SALMON DEL ATLANTICO, SALMON KETA, SALMON PLATEADO, SALMON REY, SALMON ROSADO, TRUCHA ARCOIRIS, TRUCHA CAFE, TRUCHA DE ARROYO, TRUCHA DE LA MONTAÑA",SALMONIDOS,PECES,"(1): CANAL CONTRERAS, AL SUROESTE DE ISLA SIN NOMBRE, ARCHIPIÉLAGO MERIC",(1): AGUA Y FONDO,15.0,Empresa,Austral,Canal
NATALES,REGIÓN DE MAGALLANES Y DE LA ANTÁRTICA CHILENA,"SALMON CEREZA, SALMON DEL ATLANTICO, SALMON KETA, SALMON PLATEADO, SALMON REY, SALMON ROSADO, TRUCHA ARCOIRIS, TRUCHA CAFE, TRUCHA DE ARROYO, TRUCHA DE LA MONTAÑA",SALMONIDOS,PECES,"(1): PENÍNSULA BARROS ARANA, AL ESTE DE PUNTA OBSTRUCCIÓN",(1): AGUA Y FONDO,10.0,Empresa,Austral,Península
COCHAMO,REGIÓN DE LOS LAGOS,"CHOLGA, CHORITO, CHORO",MITILIDOS,MOLUSCOS,"(1): ESTERO RELONCAVÍ, AL SUR DE RÍO SOTOMÓ",(1): AGUA Y FONDO,14.84,Persona natural,Sur,Estero
RIO VERDE,REGIÓN DE MAGALLANES Y DE LA ANTÁRTICA CHILENA,"SALMON CEREZA, SALMON DEL ATLANTICO, SALMON KETA, SALMON PLATEADO, SALMON REY, SALMON ROSADO, TRUCHA ARCOIRIS, TRUCHA CAFE, TRUCHA DE ARROYO, TRUCHA DE LA MONTAÑA",SALMONIDOS,PECES,"(1): CANAL BERTRAND, AL NORTE DE PUNTA ISLA, ISLA RIESCO",(1): AGUA Y FONDO,8.0,Empresa,Austral,Canal
RIO VERDE,REGIÓN DE MAGALLANES Y DE LA ANTÁRTICA CHILENA,"SALMON CEREZA, SALMON DEL ATLANTICO, SALMON KETA, SALMON PLATEADO, SALMON REY, SALMON ROSADO, TRUCHA ARCOIRIS, TRUCHA CAFE, TRUCHA DE ARROYO, TRUCHA DE LA MONTAÑA",SALMONIDOS,PECES,"(1): ESTERO NAVARRO, ISLA RIESCO, SECTOR 4",(1): AGUA Y FONDO,12.0,Empresa,Austral,Estero
MAULLIN,REGIÓN DE LOS LAGOS,"CAROLA, CHASCA, CHASCON O HUIRO NEGRO, CHICOREA DE MAR, COCHAYUYO, HUIRO CANUTILLO O FLOTADOR, LUCHE, LUGA CUCHARA O CORTA, LUGA NEGRA O CRESPA, LUGA-ROJA, PELILLO",MACROALGAS,ALGAS,"(1): RÍO MAULLÍN RIBERA NORTE, AL SUR DESEMBOCADURA DE RÍO CANUTILLAR",(1): AGUA Y FONDO,4.96,Sindicato,Sur,Río
RIO VERDE,REGIÓN DE MAGALLANES Y DE LA ANTÁRTICA CHILENA,"SALMON CEREZA, SALMON DEL ATLANTICO, SALMON KETA, SALMON PLATEADO, SALMON REY, SALMON ROSADO, TRUCHA ARCOIRIS, TRUCHA CAFE, TRUCHA DE ARROYO, TRUCHA DE LA MONTAÑA",SALMONIDOS,PECES,"(1): ESTERO SIN NOMBRE, AL SUROESTE DE ISLA GARCÍA, ISLA RIESCO",(1): AGUA Y FONDO,16.0,Empresa,Austral,Estero
NATALES,REGIÓN DE MAGALLANES Y DE LA ANTÁRTICA CHILENA,"SALMON CEREZA, SALMON DEL ATLANTICO, SALMON KETA, SALMON PLATEADO, SALMON REY, SALMON ROSADO, TRUCHA ARCOIRIS, TRUCHA CAFE, TRUCHA DE ARROYO, TRUCHA DE LA MONTAÑA",SALMONIDOS,PECES,"(1): NORTE DE PENÍNSULA STAINES, SECTOR 2",(1): AGUA Y FONDO,85.0,Empresa,Austral,Península
CISNES,REGIÓN DE AYSÉN DEL GENERAL CARLOS IBÁÑEZ DEL CAMPO,"CAROLA, CHASCA, CHASCON O HUIRO NEGRO, CHICOREA DE MAR, COCHAYUYO, HUIRO CANUTILLO O FLOTADOR, LUCHE, LUGA CUCHARA O CORTA, LUGA NEGRA O CRESPA, LUGA-ROJA, PELILLO, SALMON CEREZA, SALMON DEL ATLANTICO, SALMON KETA, SALMON PLATEADO, SALMON REY, SALMON ROSADO, TRUCHA ARCOIRIS, TRUCHA CAFE, TRUCHA DE ARROYO, TRUCHA DE LA MONTAÑA","MACROALGAS, SALMONIDOS",PECES,"(1): CANAL GOÑI, AL ESTE DE ISLA WILLIAMS, SECTOR II",(1): AGUA Y FONDO,7.79,Empresa,Austral,Canal
CISNES,REGIÓN DE AYSÉN DEL GENERAL CARLOS IBÁÑEZ DEL CAMPO,"SALMON CEREZA, SALMON DEL ATLANTICO, SALMON KETA, SALMON PLATEADO, SALMON REY, SALMON ROSADO, TRUCHA ARCOIRIS, TRUCHA CAFE, TRUCHA DE ARROYO, TRUCHA DE LA MONTAÑA",SALMONIDOS,PECES,"(1): PASO SENAREGA, AL SURESTE DE ISLA LA BOYA, ISLA MI",(1): AGUA Y FONDO,9.55,Empresa,Austral,Paso
NATALES,REGIÓN DE MAGALLANES Y DE LA ANTÁRTICA CHILENA,"SALMON CEREZA, SALMON DEL ATLANTICO, SALMON KETA, SALMON PLATEADO, SALMON REY, SALMON ROSADO, TRUCHA ARCOIRIS, TRUCHA CAFE, TRUCHA DE ARROYO, TRUCHA DE LA MONTAÑA",SALMONIDOS,PECES,"(1): NORTE DE PENÍNSULA STAINES, SECTOR 4",(1): AGUA Y FONDO,108.0,Empresa,Austral,Península
MAULLIN,REGIÓN DE LOS LAGOS,"CAROLA, CHASCA, CHASCON O HUIRO NEGRO, CHICOREA DE MAR, COCHAYUYO, HUIRO CANUTILLO O FLOTADOR, LUCHE, LUGA CUCHARA O CORTA, LUGA NEGRA O CRESPA, LUGA-ROJA, PELILLO",MACROALGAS,ALGAS,"(1): RÍO MAULLIN, RIBERA NORTE, PARCELA Q5",(1): AGUA Y FONDO,0.3,Persona natural,Sur,Río
MAULLIN,REGIÓN DE LOS LAGOS,"CAROLA, CHASCA, CHASCON O HUIRO NEGRO, CHICOREA DE MAR, COCHAYUYO, HUIRO CANUTILLO O FLOTADOR, LUCHE, LUGA CUCHARA O CORTA, LUGA NEGRA O CRESPA, LUGA-ROJA, PELILLO",MACROALGAS,ALGAS,"(1): RÍO MAULLÍN RIBERA NORTE, PARCELA N18",(1): AGUA Y FONDO,0.3,Persona natural,Sur,Río
MAULLIN,REGIÓN DE LOS LAGOS,"CAROLA, CHASCA, CHASCON O HUIRO NEGRO, CHICOREA DE MAR, COCHAYUYO, HUIRO CANUTILLO O FLOTADOR, LUCHE, LUGA CUCHARA O CORTA, LUGA NEGRA O CRESPA, LUGA-ROJA, PELILLO",MACROALGAS,ALGAS,"(1): RÍO MAULLIN RIBERA NORTE, PARCELA J14",(1): AGUA Y FONDO,0.3,Persona natural,Sur,Río
CISNES,REGIÓN DE AYSÉN DEL GENERAL CARLOS IBÁÑEZ DEL CAMPO,"CAROLA, CHASCA, CHASCON O HUIRO NEGRO, CHICOREA DE MAR, COCHAYUYO, HUIRO, HUIRO CANUTILLO O FLOTADOR, LUCHE, LUGA CUCHARA O CORTA, LUGA NEGRA O CRESPA, LUGA-ROJA, PELILLO, SALMON CEREZA, SALMON DEL ATLANTICO, SALMON KETA, SALMON PLATEADO, SALMON REY, SALMON ROSADO, TRUCHA ARCOIRIS, TRUCHA CAFE, TRUCHA DE ARROYO, TRUCHA DE LA MONTAÑA","MACROALGAS, SALMONIDOS",PECES,"(1): CANAL REFUGIO, AL ESTE DE ISLA REFUGIO",(1): AGUA Y FONDO,2.0,Empresa,Austral,Canal
MAULLIN,REGIÓN DE LOS LAGOS,"CAROLA, CHASCA, CHASCON O HUIRO NEGRO, CHICOREA DE MAR, COCHAYUYO, HUIRO CANUTILLO O FLOTADOR, LUCHE, LUGA CUCHARA O CORTA, LUGA NEGRA O CRESPA, LUGA-ROJA, PELILLO",MACROALGAS,ALGAS,"(1): RÍO MAULLÍN RIBERA NORTE, SECTOR LOS COIHUES",(1): AGUA Y FONDO,3.9,Sindicato,Sur,Río
RIO VERDE,REGIÓN DE MAGALLANES Y DE LA ANTÁRTICA CHILENA,"SALMON CEREZA, SALMON DEL ATLANTICO, SALMON KETA, SALMON PLATEADO, SALMON REY, SALMON ROSADO, TRUCHA ARCOIRIS, TRUCHA CAFE, TRUCHA DE ARROYO, TRUCHA DE LA MONTAÑA",SALMONIDOS,PECES,"(1): ENTRADA ESTERO NAVARRO, ISLA RIESCO",(1): AGUA Y FONDO,15.0,Empresa,Austral,Bahía
